ID,gen
gene-KPHS_36250,putative two-component response-regulatory protein YehT
gene-KPHS_36260,sensor histidine kinase
gene-KPHS_36270,protein YohO
gene-KPHS_36280,putative ABC-type proline/glycine betaine transport system inner membrane component
gene-KPHS_36290,ATPase
gene-KPHS_36300,putative ABC-type proline/glycine betaine transport system permease component
gene-KPHS_36310,glycine betaine/choline ABC transporter membrane protein
gene-KPHS_36320,beta-D-glucoside glucohydrolase%2C periplasmic
gene-KPHS_36330,D-lactate dehydrogenase
gene-KPHS_36340,acetyltransferase
gene-KPHS_36350,D-alanyl-D-alanine endopeptidase
gene-KPHS_36360,YIP1 family protein
gene-KPHS_36370,DedA family protein
gene-KPHS_36380,multidrug resistance outer membrane protein MdtQ
gene-KPHS_36390,hypothetical protein
gene-KPHS_36400,putative phospho-beta-glucosidase
gene-KPHS_36410,PTS system transporter
gene-KPHS_36420,putative transcriptional antiterminator
gene-KPHS_36430,carbohydrate porin
gene-KPHS_36440,tRNA-dihydrouridine synthase C
gene-KPHS_36450,CidA/LrgA family protein
gene-KPHS_36460,CidB/LrgB family autolysis modulator
gene-KPHS_36470,cytidine deaminase
gene-KPHS_36480,outer membrane permeability protein SanA
gene-KPHS_36490,beta-methylgalactoside transporter inner membrane protein
gene-KPHS_36500,methyl-galactoside transport system ATP-binding component
gene-KPHS_36510,galactose ABC transporter substrate-binding protein
gene-KPHS_36520,DNA-binding transcriptional regulator GalS
gene-KPHS_36530,DUF418 family protein
gene-KPHS_36540,GTP cyclohydrolase I
gene-KPHS_36550,putative esterase
gene-KPHS_36560,colicin I receptor
gene-KPHS_36570,ferric iron-catecholate outer membrane transporter
gene-KPHS_36580,lysine transporter
gene-KPHS_36590,putative DNA-binding transcriptional regulator
gene-KPHS_36600,hypothetical protein
gene-KPHS_36610,YeiH family protein
gene-KPHS_36620,endonuclease IV
gene-KPHS_36630,fructose-specific PTS family enzyme IIB'BC component
gene-KPHS_36640,1-phosphofructokinase
gene-KPHS_36650,bifunctional fructose-specific PTS IIA/HPr protein
gene-KPHS_36660,putative transport
gene-KPHS_36670,hypothetical protein
gene-KPHS_36680,hypothetical protein
gene-KPHS_36690,elongation factor P-like protein YeiP
gene-KPHS_36700,mannonate dehydratase
gene-KPHS_36710,putative mannitol dehydrogenase
gene-KPHS_36720,GTP-binding protein
gene-KPHS_36730,putative permease
gene-KPHS_36740,putative lipoprotein
gene-KPHS_36750,putative membrane protein involved in resistance to lambda and N4 phages
gene-KPHS_36760,oligopeptide ABC transporter substrate-binding protein
gene-KPHS_36770,putative binding-protein-dependent transporter
gene-KPHS_36780,oligopeptide ABC transporter membrane protein
gene-KPHS_36790,ATPase
gene-KPHS_36800,hypothetical protein
gene-KPHS_36810,bicyclomycin/multidrug efflux system protein
gene-KPHS_36820,16S rRNA pseudouridylate synthase A
gene-KPHS_36830,putative ATP-dependent helicase
gene-KPHS_36840,ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5
gene-KPHS_36850,LysR family transcriptional regulator
gene-KPHS_36860,putative beta-lactamase
gene-KPHS_36870,MutT-like protein
gene-KPHS_36880,putative DEOR-type transcriptional regulator
gene-KPHS_36890,nucleoid-associated protein NdpA
gene-KPHS_36900,YejL family protein
gene-KPHS_36910,putative phopshatase/sulfatase
gene-KPHS_36920,AI-2E family transporter
gene-KPHS_36930,ecotin
gene-KPHS_36940,malate:quinone oxidoreductase
gene-KPHS_36950,sulfate permease
gene-KPHS_36960,putative MgtE integral membrane region
gene-KPHS_36970,multidrug transporter membrane protein/ATP-binding component
gene-KPHS_36980,DNA repair system specific for alkylated DNA
gene-KPHS_36990,O6-methylguanine-DNA methyltransferase%2C transcription activator/repressor
gene-KPHS_37000,thiamine biosynthesis lipoprotein ApbE
gene-KPHS_37010,OmpK36 porin
gene-KPHS_37020,hypothetical protein
gene-KPHS_37030,phosphotransfer intermediate protein in two-component regulatory system with RcsBC
gene-KPHS_37040,transcriptional regulator RcsB
gene-KPHS_37050,hybrid sensory kinase in two-component regulatory system with RcsB and YojN
gene-KPHS_37060,DNA gyrase subunit A
gene-KPHS_37070,3-demethylubiquinone-9 3-methyltransferase
gene-KPHS_37080,ribonucleotide-diphosphate reductase subunit alpha
gene-KPHS_37090,ribonucleotide-diphosphate reductase subunit beta
gene-KPHS_37100,2Fe-2S iron-sulfur cluster-binding protein
gene-KPHS_37110,glycerophosphoryl diester phosphodiesterase
gene-KPHS_37120,sn-glycerol-3-phosphate transporter
gene-KPHS_37130,sn-glycerol-3-phosphate dehydrogenase large subunit
gene-KPHS_37140,anaerobic glycerol-3-phosphate dehydrogenase subunit B
gene-KPHS_37150,sn-glycerol-3-phosphate dehydrogenase subunit C
gene-KPHS_37160,putative aldolase
gene-KPHS_37170,major facilitator family transporter
gene-KPHS_37180,putative dehydratase
gene-KPHS_37190,putative regulator
gene-KPHS_37200,competence damage-inducible protein A
gene-KPHS_37210,putative porin
gene-KPHS_37220,hypothetical protein
gene-KPHS_37230,putative transposase%2C YhgA-like protein
gene-KPHS_37240,nucleoside triphosphatase nudI
gene-KPHS_37250,O-succinylbenzoic acid--CoA ligase
gene-KPHS_37260,O-succinylbenzoic acid synthetase
gene-KPHS_37270,naphthoate synthase
gene-KPHS_37280,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylante synthase
gene-KPHS_37290,2-oxoglutarate decarboxylase
gene-KPHS_37300,menaquinone-specific isochorismate synthase
gene-KPHS_37310,putative transferase
gene-KPHS_37320,ribonuclease Z
gene-KPHS_37330,NADH dehydrogenase subunit N
gene-KPHS_37340,NADH dehydrogenase subunit M
gene-KPHS_37350,NADH dehydrogenase subunit L
gene-KPHS_37360,NADH dehydrogenase subunit K
gene-KPHS_37370,NADH dehydrogenase subunit J
gene-KPHS_37380,NADH dehydrogenase subunit I
gene-KPHS_37390,NADH dehydrogenase subunit H
gene-KPHS_37400,NADH dehydrogenase subunit G
gene-KPHS_37410,NADH dehydrogenase I subunit F
gene-KPHS_37420,NADH dehydrogenase subunit E
gene-KPHS_37430,bifunctional NADH:ubiquinone oxidoreductase subunit C/D
gene-KPHS_37440,NADH dehydrogenase subunit B
gene-KPHS_37450,NADH-quinone oxidoreductase%2C A subunit
gene-KPHS_37460,hypothetical protein
gene-KPHS_37470,LysR family NADH dehydrogenase transcriptional regulator
gene-KPHS_37480,aminotransferase AlaT
gene-KPHS_37490,5'-deoxynucleotidase
gene-KPHS_37500,sodium/sulfate symporter family transporter
gene-KPHS_37510,putative phosphatase
gene-KPHS_37520,YfbU family protein
gene-KPHS_37530,DUF412 domain-containing protein
gene-KPHS_37540,acetate kinase
gene-KPHS_37550,phosphate acetyltransferase
gene-KPHS_37560,putative enzyme (Nudix hydrolase)
gene-KPHS_37570,phosphodiesterase
gene-KPHS_37580,putative glutathione S-transferase
gene-KPHS_37590,glutathione S-transferase
gene-KPHS_37600,dihydroneopterin aldolase
gene-KPHS_37610,putative cell division inhibitor%2C NAD(P)-binding protein
gene-KPHS_37620,hypothetical protein
gene-KPHS_37630,putative acetyltransferase
gene-KPHS_37640,histidine/lysine/arginine/ornithine transporter subunit
gene-KPHS_37650,histidine and lysine/arginine/ornithine ABC transporter permease
gene-KPHS_37660,histidine and lysine/arginine/ornithine transport system ABC transporter permease
gene-KPHS_37670,histidine ABC transporter substrate-binding protein
gene-KPHS_37680,lysine-arginine-ornithine-binding periplasmic protein
gene-KPHS_37690,hypothetical protein
gene-KPHS_37700,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
gene-KPHS_37710,amidophosphoribosyltransferase
gene-KPHS_37720,colicin V production protein
gene-KPHS_37730,cell division protein DedD
gene-KPHS_37740,dihydrofolate:folylpolyglutamate synthetase/dihydrofolate synthetase
gene-KPHS_37750,acetyl-CoA carboxylase subunit beta
gene-KPHS_37760,DedA family protein
gene-KPHS_37770,tRNA pseudouridine synthase A
gene-KPHS_37780,aspartate-semialdehyde dehydrogenase
gene-KPHS_37790,erythronate-4-phosphate dehydrogenase
gene-KPHS_37800,flagella biosynthesis regulator
gene-KPHS_37810,MFS transporter
gene-KPHS_37820,3-oxoacyl-ACP synthase
gene-KPHS_37830,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
gene-KPHS_37840,YfcL family protein
gene-KPHS_37850,putative transporting ATPase
gene-KPHS_37860,TSUP family transporter
gene-KPHS_37870,penicillin-insensitive murein endopeptidase
gene-KPHS_37880,chorismate synthase
gene-KPHS_37890,protein-(glutamine-N5) methyltransferase%2C 50S ribosomal protein L3-specific
gene-KPHS_37900,endonuclease SmrB
gene-KPHS_37910,phosphohistidine phosphatase
gene-KPHS_37920,multifunctional fatty acid oxidation complex subunit alpha
gene-KPHS_37930,acetyl-CoA acetyltransferase
gene-KPHS_37940,YfcZ/YiiS family protein
gene-KPHS_37950,long-chain fatty acid outer membrane transporter
gene-KPHS_37960,OMPP1/FadL/TodX family outer membrane transporter
gene-KPHS_37970,lipoprotein
gene-KPHS_37980,hypothetical protein
gene-KPHS_37990,putative transport protein
gene-KPHS_38000,WbuC family cupin fold metalloprotein
gene-KPHS_38010,hypothetical protein
gene-KPHS_38020,putative LysR family regulatory protein
gene-KPHS_38030,putative adenosine deaminase
gene-KPHS_38040,putative cyanate transporter
gene-KPHS_38050,aminotransferase
gene-KPHS_38060,phytanoyl-CoA dioxygenase
gene-KPHS_38070,hypothetical protein
gene-KPHS_38080,putative sensor protein
gene-KPHS_38090,putative 2-component transcriptional regulator
gene-KPHS_38100,glucokinase
gene-KPHS_38110,ion channel protein
gene-KPHS_38120,putative pyruvate decarboxylase
gene-KPHS_38130,putative oxidoreductase
gene-KPHS_38140,DUF2502 domain-containing protein
gene-KPHS_38150,manganese transport protein MntH
gene-KPHS_38160,nucleoside permease
gene-KPHS_38170,EAL domain-containing protein
gene-KPHS_38180,putative negative regulator
gene-KPHS_38190,putative negative regulator
gene-KPHS_38200,glutamyl-tRNA synthetase
gene-KPHS_38210,putative LysR-family transcriptional regulator
gene-KPHS_38220,bile acid/Na+ symporter family transporter
gene-KPHS_38230,putative negative regulator
gene-KPHS_38240,NAD-dependent DNA ligase LigA
gene-KPHS_38250,cell division protein ZipA
gene-KPHS_38260,hypothetical protein
gene-KPHS_38270,CysZ
gene-KPHS_38280,cysteine synthase A
gene-KPHS_38290,hypothetical protein
gene-KPHS_38300,phosphocarrier protein ptsH
gene-KPHS_38310,PEP-protein PTS family enzyme I
gene-KPHS_38320,glucose-specific PTS system component
gene-KPHS_38330,hypothetical protein
gene-KPHS_38340,pyridoxal kinase
gene-KPHS_38350,putative regulatory protein
gene-KPHS_38360,DUF4440 domain-containing protein
gene-KPHS_38370,cysteine synthase B
gene-KPHS_38380,sulfate/thiosulfate transporter subunit
gene-KPHS_38390,sulfate/thiosulfate transporter permease subunit
gene-KPHS_38400,sulfate/thiosulfate transporter subunit
gene-KPHS_38410,sulfate/thiosulfate transport system thiosulfate-binding component
gene-KPHS_38420,hypothetical protein
gene-KPHS_38430,hypothetical protein
gene-KPHS_38440,Dyp-type peroxidase
gene-KPHS_38450,RpoE-regulated lipoprotein
gene-KPHS_38460,DUF2919 domain-containing protein
gene-KPHS_38470,putative acetyltransferase
gene-KPHS_38480,N-acetylmuramoyl-l-alanine amidase I
gene-KPHS_38490,coproporphyrinogen III oxidase
gene-KPHS_38500,transcriptional regulator EutR
gene-KPHS_38510,putative carboxysome structural protein for ethanolamine utilization
gene-KPHS_38520,ethanolamine utilization protein
gene-KPHS_38530,ethanolamine ammonia-lyase small subunit
gene-KPHS_38540,ethanolamine ammonia-lyase%2C heavy chain
gene-KPHS_38550,reactivating factor for ethanolamine ammonia lyase
gene-KPHS_38560,ethanolamine utilization%2C putative transport protein
gene-KPHS_38570,ethanolamine utilization enzyme
gene-KPHS_38580,ethanolamine utilization protein
gene-KPHS_38590,ethanolamine utilization protein
gene-KPHS_38600,detox protein
gene-KPHS_38610,detox protein
gene-KPHS_38620,phosphotransacetylase
gene-KPHS_38630,putative cobalamin adenosyltransferase in ethanolamine utilization
gene-KPHS_38640,putative regulator of ethanolamine utilization
gene-KPHS_38650,putative ethanolamine utilization protein
gene-KPHS_38660,putative carboxysome structural protein in ethanol utilization
gene-KPHS_38670,malic enzyme
gene-KPHS_38680,transaldolase A
gene-KPHS_38690,transketolase
gene-KPHS_38700,DUF1176 domain-containing protein
gene-KPHS_38710,DUF1176 domain-containing protein
gene-KPHS_38720,MutT-like protein
gene-KPHS_38730,glutamate synthase subunit small chain
gene-KPHS_38740,aminoglycoside/multidrug efflux system
gene-KPHS_38750,ArsC family reductase
gene-KPHS_38760,succinyl-diaminopimelate desuccinylase
gene-KPHS_38770,YpfN family protein
gene-KPHS_38780,esterase
gene-KPHS_38790,putative acyl-CoA N-acyltransferase
gene-KPHS_38800,putative acyl-CoA N-acyltransferase
gene-KPHS_38810,neutral zinc metallopeptidase
gene-KPHS_38820,phosphoribosylaminoimidazole succinocarboxamide synthase
gene-KPHS_38830,lipoprotein
gene-KPHS_38840,dihydrodipicolinate synthase
gene-KPHS_38850,transcriptional regulation of gcv operon
gene-KPHS_38860,thioredoxin-dependent thiol peroxidase
gene-KPHS_38870,putative permease
gene-KPHS_38880,hypothetical protein
gene-KPHS_38890,beta-barrel assembly-enhancing protease
gene-KPHS_38900,putative arsenate reductase
gene-KPHS_38910,putative transposase%2C YhgA-like protein
gene-KPHS_38920,DNA replication initiation factor
gene-KPHS_38930,uracil transporter
gene-KPHS_38940,uracil phosphoribosyltransferase
gene-KPHS_38950,6-phospho-beta-glucosidase
gene-KPHS_38960,putative beta-glucoside kinase
gene-KPHS_38970,phosphoribosylaminoimidazole synthetase
gene-KPHS_38980,phosphoribosylglycinamide formyltransferase
gene-KPHS_38990,polyphosphate kinase
gene-KPHS_39000,exopolyphosphatase
gene-KPHS_39010,putative cytochrome C-type biogenesis protein
gene-KPHS_39020,putative inner membrane protein
gene-KPHS_39030,LysR family transcriptional regulator
gene-KPHS_39040,major facilitator superfamily transporter
gene-KPHS_39050,putative arylsulfatase regulator
gene-KPHS_39060,putative phosphatase/sulfatase
gene-KPHS_39070,bifunctional GMP synthase/glutamine amidotransferase protein
gene-KPHS_39080,inositol-5-monophosphate dehydrogenase
gene-KPHS_39090,inosine-5'-monophosphate dehydrogenase
gene-KPHS_39100,exodeoxyribonuclease VII large subunit
gene-KPHS_39110,zinc ribbon domain-containing protein
gene-KPHS_39120,Gfo/Idh/MocA family oxidoreductase
gene-KPHS_39130,GTP-binding protein EngA
gene-KPHS_39140,putative dehydrogenase
gene-KPHS_39150,YfgM family protein
gene-KPHS_39160,histidyl-tRNA synthetase
gene-KPHS_39170,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
gene-KPHS_39180,cytoskeleton protein RodZ
gene-KPHS_39190,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN
gene-KPHS_39200,nucleoside diphosphate kinase
gene-KPHS_39210,penicillin binding protein 1C
gene-KPHS_39220,alpha-2-macroglobulin family protein
gene-KPHS_39230,3-mercaptopyruvate sulfurtransferase
gene-KPHS_39240,hypothetical protein
gene-KPHS_39250,enhanced serine sensitivity
gene-KPHS_39260,aminopeptidase B
gene-KPHS_39270,Fe-S cluster assembly protein IscX
gene-KPHS_39280,[2FE-2S] ferredoxin%2C electron carrer protein
gene-KPHS_39290,chaperone protein HscA
gene-KPHS_39300,co-chaperone HscB
gene-KPHS_39310,iron-sulfur cluster assembly protein
gene-KPHS_39320,scaffold protein
gene-KPHS_39330,cysteine desulfurase
gene-KPHS_39340,DNA-binding transcriptional regulator IscR
gene-KPHS_39350,tRNA/rRNA methyltransferase
gene-KPHS_39360,inositol monophosphatase
gene-KPHS_39370,hypothetical protein
gene-KPHS_39380,putative transmembrane protein
gene-KPHS_39390,putative ABC-type transport protein
gene-KPHS_39400,stationary phase inducible protein CsiE
gene-KPHS_39410,putative 3-phenylpropionic acid transporter
gene-KPHS_39420,aldose 1-epimerase
gene-KPHS_39430,sugar transporter
gene-KPHS_39440,putative transferase
gene-KPHS_39450,putative NAGC-like transcriptional regulator
gene-KPHS_39460,DoxX family protein
gene-KPHS_39470,serine hydroxymethyltransferase
gene-KPHS_39480,nitric oxide dioxygenase
gene-KPHS_39490,nitrogen regulatory protein P-II
gene-KPHS_39500,putative 2-component transcriptional regulator
gene-KPHS_39510,putative alpha helix protein
gene-KPHS_39520,sensor histidine kinase
gene-KPHS_39530,phosphoribosylformylglycinamidine synthase
gene-KPHS_39540,putative transglycosylase
gene-KPHS_39550,tRNA-specific adenosine deaminase
gene-KPHS_39560,acid phosphatase AphA
gene-KPHS_39570,putative DNA-binding transcriptional regulator
gene-KPHS_39580,4Fe-4S binding protein
gene-KPHS_39590,4'-phosphopantetheinyl transferase
gene-KPHS_39600,pyridoxal phosphate biosynthetic protein
gene-KPHS_39610,DNA repair protein RecO
gene-KPHS_39620,GTP-binding protein Era
gene-KPHS_39630,ribonuclease III
gene-KPHS_39640,hypothetical protein
gene-KPHS_39650,signal peptidase I
gene-KPHS_39660,GTP-binding protein LepA
gene-KPHS_39670,SoxR reducing system protein RseC
gene-KPHS_39680,periplasmic negative regulator of sigmaE
gene-KPHS_39690,anti-RNA polymerase sigma factor SigE
gene-KPHS_39700,RNA polymerase sigma factor RpoE
gene-KPHS_39710,L-aspartate oxidase
gene-KPHS_39720,tRNA1(Val) (adenine(37)-N6)-methyltransferase
